Open Date,Close Date,Symbol,Action,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
04/07/2026 22:45,04/07/2026 22:49,GOLD#,Buy,4708.64000,4704.94000,0.0000,0.0000,-370.0,-70.30,-0.59,"{75525476}                 [sl]",00:00:03:47,,,,,,,,,,,,
04/07/2026 22:45,04/07/2026 22:49,GOLD#,Buy,4708.64000,4704.94000,0.0000,0.0000,-370.0,-70.30,-0.59,"{75525476}                 [sl]",00:00:03:47,,,,,,,,,,,,
03/31/2026 16:08,04/02/2026 10:08,USDJPY,Sell,159.33100,159.54100,0.0000,0.0000,-21.0,-25.01,-0.21,"{75319535}                     ",01:17:59:19,89.1,1d 13h ,123.2,0.21,102.2,121.618,-21.0,-24.99,83.0,0.0,-123.20,-146.61
03/31/2026 16:08,04/02/2026 10:08,USDJPY,Sell,159.33100,159.54100,0.0000,0.0000,-21.0,-25.01,-0.21,"{75319535}                     ",01:17:59:19,89.1,1d 13h ,123.2,0.21,102.2,121.618,-21.0,-24.99,83.0,0.0,-123.20,-146.61
03/31/2026 16:08,04/02/2026 10:08,USDJPY,Sell,159.33100,159.54100,0.0000,0.0000,-21.0,-25.01,-0.21,"{75319535}                     ",01:17:59:19,89.1,1d 13h ,123.2,0.21,102.2,121.618,-21.0,-24.99,83.0,0.0,-123.20,-146.61
04/02/2026 02:15,04/02/2026 02:15,GOLD#,Buy,4792.95000,4790.59000,0.0000,0.0000,-236.0,-44.84,-0.37,"{75400702}                 [sl]",00:00:00:11,,,,,,,,,,,,
04/02/2026 02:15,04/02/2026 02:15,GOLD#,Buy,4792.95000,4790.59000,0.0000,0.0000,-236.0,-44.84,-0.37,"{75400702}                 [sl]",00:00:00:11,,,,,,,,,,,,
04/02/2026 02:15,04/02/2026 02:15,GOLD#,Buy,4792.95000,4790.59000,0.0000,0.0000,-236.0,-44.84,-0.37,"{75400702}                 [sl]",00:00:00:11,,,,,,,,,,,,
04/01/2026 10:33,04/01/2026 10:34,GOLD#,Buy,4735.64000,4733.20000,0.0000,0.0000,-244.0,-46.36,-0.38,"{75375038}                 [sl]",00:00:00:28,,,,,,,,,,,,
04/01/2026 10:33,04/01/2026 10:34,GOLD#,Buy,4735.64000,4733.20000,0.0000,0.0000,-244.0,-46.36,-0.38,"{75375038}                 [sl]",00:00:00:28,,,,,,,,,,,,
04/01/2026 10:33,04/01/2026 10:34,GOLD#,Buy,4735.64000,4733.20000,0.0000,0.0000,-244.0,-46.36,-0.38,"{75375038}                 [sl]",00:00:00:28,,,,,,,,,,,,
04/01/2026 02:55,04/01/2026 03:00,GOLD#,Buy,4696.35000,4694.21000,0.0000,0.0000,-214.0,-40.66,-0.33,"{75363471}                 [sl]",00:00:04:52,60.0,2m,504.0,0.74,290.0,55.1,-214.0,-40.660000000000004,57.5,0.0,-504.00,-95.76
04/01/2026 02:55,04/01/2026 03:00,GOLD#,Buy,4696.35000,4694.21000,0.0000,0.0000,-214.0,-40.66,-0.33,"{75363471}                 [sl]",00:00:04:52,60.0,2m,504.0,0.74,290.0,55.1,-214.0,-40.660000000000004,57.5,0.0,-504.00,-95.76
04/01/2026 02:55,04/01/2026 03:00,GOLD#,Buy,4696.35000,4694.21000,0.0000,0.0000,-214.0,-40.66,-0.33,"{75363471}                 [sl]",00:00:04:52,60.0,2m,504.0,0.74,290.0,55.1,-214.0,-40.660000000000004,57.5,0.0,-504.00,-95.76
03/30/2026 03:41,03/31/2026 22:54,USDJPY,Sell,159.90600,158.70700,0.0000,0.0000,119.9,143.54,1.17,"{75278341}                     ",01:19:13:16,97.2,1d 18h ,58.0,0.06,120.4,144.48,-7.6,-9.12,94.1,99.6,-0.50,-0.60
03/30/2026 03:41,03/31/2026 22:54,USDJPY,Sell,159.90600,158.70700,0.0000,0.0000,119.9,143.54,1.18,"{75278341}                     ",01:19:13:16,97.2,1d 18h ,58.0,0.06,120.4,144.48,-7.6,-9.12,94.1,99.6,-0.50,-0.60
03/30/2026 03:41,03/31/2026 22:54,USDJPY,Sell,159.90600,158.70700,0.0000,0.0000,119.9,143.54,1.20,"{75278341}                     ",01:19:13:16,97.2,1d 18h ,58.0,0.06,120.4,144.48,-7.6,-9.12,94.1,99.6,-0.50,-0.60
03/31/2026 04:41,03/31/2026 04:42,GOLD#,Buy,4610.27000,4599.90000,0.0000,0.0000,-1037.0,-197.03,-1.62,"{75324829}                 [sl]",00:00:01:19,,,,,,,,,,,,
03/31/2026 04:41,03/31/2026 04:42,GOLD#,Buy,4610.27000,4599.90000,0.0000,0.0000,-1037.0,-197.03,-1.59,"{75324829}                 [sl]",00:00:01:19,,,,,,,,,,,,
03/31/2026 04:41,03/31/2026 04:42,GOLD#,Buy,4610.27000,4599.90000,0.0000,0.0000,-1037.0,-197.03,-1.57,"{75324829}                 [sl]",00:00:01:19,,,,,,,,,,,,
03/31/2026 04:24,03/31/2026 04:27,GOLD#,Buy,4580.89000,4577.93000,0.0000,0.0000,-296.0,-56.24,-0.45,"{75323696}                 [sl]",00:00:02:29,,,,,,,,,,,,
03/31/2026 04:24,03/31/2026 04:27,GOLD#,Buy,4580.89000,4577.93000,0.0000,0.0000,-296.0,-56.24,-0.44,"{75323696}                 [sl]",00:00:02:29,,,,,,,,,,,,
03/31/2026 04:24,03/31/2026 04:27,GOLD#,Buy,4580.89000,4577.93000,0.0000,0.0000,-296.0,-56.24,-0.44,"{75323696}                 [sl]",00:00:02:29,,,,,,,,,,,,
03/30/2026 17:05,03/31/2026 04:21,GBPUSD,Sell,1.31798,1.32108,0.0000,0.0000,-31.0,-58.90,-0.46,"{75277252}                     ",00:11:16:09,26.8,3h 1m,50.1,1.62,19.1,36.29,-31.0,-58.9,38.1,0.0,-50.10,-95.19
03/30/2026 17:05,03/31/2026 04:21,GBPUSD,Sell,1.31798,1.32108,0.0000,0.0000,-31.0,-58.90,-0.46,"{75277252}                     ",00:11:16:09,26.8,3h 1m,50.1,1.62,19.1,36.29,-31.0,-58.9,38.1,0.0,-50.10,-95.19
03/30/2026 17:05,03/31/2026 04:21,GBPUSD,Sell,1.31798,1.32108,0.0000,0.0000,-31.0,-58.90,-0.46,"{75277252}                     ",00:11:16:09,26.8,3h 1m,50.1,1.62,19.1,36.29,-31.0,-58.9,38.1,0.0,-50.10,-95.19
03/31/2026 02:10,03/31/2026 02:10,GOLD#,Sell,4492.70000,4495.34000,0.0000,0.0000,-264.0,-50.16,-0.39,"{75319637}                 [sl]",00:00:00:05,,,,,,,,,,,,
03/31/2026 02:10,03/31/2026 02:10,GOLD#,Sell,4492.70000,4495.34000,0.0000,0.0000,-264.0,-50.16,-0.39,"{75319637}                 [sl]",00:00:00:05,,,,,,,,,,,,
03/31/2026 02:10,03/31/2026 02:10,GOLD#,Sell,4492.70000,4495.34000,0.0000,0.0000,-264.0,-50.16,-0.38,"{75319637}                 [sl]",00:00:00:05,,,,,,,,,,,,
03/30/2026 14:44,03/30/2026 14:45,GOLD#,Buy,4558.71000,4570.76000,0.0000,0.0000,1205.0,228.95,1.78,"{75292549}                     ",00:00:00:26,,,,,,,,,,,,
03/30/2026 14:44,03/30/2026 14:45,GOLD#,Buy,4558.71000,4570.76000,0.0000,0.0000,1205.0,228.95,1.82,"{75292549}                     ",00:00:00:26,,,,,,,,,,,,
03/30/2026 14:44,03/30/2026 14:45,GOLD#,Buy,4558.71000,4570.76000,0.0000,0.0000,1205.0,228.95,1.85,"{75292549}                     ",00:00:00:26,,,,,,,,,,,,
03/27/2026 09:26,03/27/2026 22:50,USDJPY,Buy,159.88700,160.24000,0.0000,0.0000,35.3,41.86,0.34,"{75237162}                     ",00:13:23:56,61.3,8h 12m,21.6,0.27,49.5,58.904999999999994,-13.4,-15.946,78.7,77.4,-14.20,-16.90
03/27/2026 09:26,03/27/2026 22:50,USDJPY,Buy,159.88700,160.24000,0.0000,0.0000,35.3,41.86,0.34,"{75237162}                     ",00:13:23:56,61.3,8h 12m,21.6,0.27,49.5,58.904999999999994,-13.4,-15.946,78.7,77.4,-14.20,-16.90
03/27/2026 09:26,03/27/2026 22:50,USDJPY,Buy,159.88700,160.24000,0.0000,0.0000,35.3,41.86,0.34,"{75237162}                     ",00:13:23:56,61.3,8h 12m,21.6,0.27,49.5,58.904999999999994,-13.4,-15.946,78.7,77.4,-14.20,-16.90
03/26/2026 07:30,03/26/2026 07:30,GOLD#,Sell,4485.52000,4489.56000,0.0000,0.0000,-404.0,-76.76,-0.62,"{75198555}                 [sl]",00:00:00:16,,,,,,,,,,,,
03/26/2026 07:30,03/26/2026 07:30,GOLD#,Sell,4485.52000,4489.56000,0.0000,0.0000,-404.0,-76.76,-0.62,"{75198555}                 [sl]",00:00:00:16,,,,,,,,,,,,
03/26/2026 07:30,03/26/2026 07:30,GOLD#,Sell,4485.38000,4489.56000,0.0000,0.0000,-418.0,-79.42,-0.64,"{75198555}                 [sl]",00:00:00:16,,,,,,,,,,,,
03/25/2026 10:01,03/25/2026 10:10,USDJPY,Buy,159.17500,158.97000,0.0000,0.0000,-20.5,-74.79,-0.60,"{75148176}                     ",00:00:09:36,0.0,0s,20.9,20.92,0.0,0.0,-20.9,-76.285,0.0,1.9,-20.50,-74.83
03/25/2026 02:00,03/25/2026 02:00,GOLD#,Buy,4552.49000,4548.81000,0.0000,0.0000,-368.0,-213.44,-1.67,"{75148173}                 [sl]",00:00:00:17,,,,,,,,,,,,
03/25/2026 01:36,03/25/2026 01:37,GOLD#,Buy,4513.13000,4527.54000,0.0000,0.0000,1441.0,835.78,7.00,"{75147045}                 [tp]",00:00:00:51,,,,,,,,,,,,
03/23/2026 16:29,03/23/2026 17:19,GBPUSD,Buy,1.34655,1.34356,0.0000,0.0000,-29.9,-173.42,-1.43,"{75044887}                     ",00:00:50:32,18.0,9m,43.3,2.23,13.4,77.72,-29.9,-173.42,30.9,0.0,-43.30,-251.14
03/23/2026 02:54,03/23/2026 13:05,USDJPY,Buy,159.45300,159.28000,0.0000,0.0000,-17.3,-63.00,-0.52,"{75046913}                     ",00:10:10:52,65.2,6h 38m,76.1,2.99,19.1,69.524,-57.0,-207.48000000000002,25.1,52.2,-36.40,-132.50
03/23/2026 08:07,03/23/2026 08:07,GOLD#,Sell,4274.00000,4277.59000,0.0000,0.0000,-359.0,-208.22,-1.68,"{75064741}                     ",00:00:00:23,,,,,,,,,,,,
03/23/2026 07:52,03/23/2026 07:55,GOLD#,Sell,4309.91000,4312.68000,0.0000,0.0000,-277.0,-160.66,-1.28,"{75063603}                 [sl]",00:00:03:38,,,,,,,,,,,,
03/23/2026 02:34,03/23/2026 02:35,GOLD#,Sell,4402.74000,4387.98000,0.0000,0.0000,1476.0,856.08,7.33,"{75047906}                 [tp]",00:00:00:34,,,,,,,,,,,,
03/23/2026 02:03,03/23/2026 02:05,GOLD#,Sell,4447.42000,4432.94000,0.0000,0.0000,1448.0,839.84,7.75,"{75047012}                 [tp]",00:00:02:09,,,,,,,,,,,,
03/19/2026 15:48,03/20/2026 11:51,USDJPY,Sell,158.53800,158.78100,0.0000,0.0000,-24.3,-88.76,-0.81,"{74930553}                     ",00:20:03:18,95.9,19h 13m,124.5,0.28,97.1,354.41499999999996,-27.4,-100.00999999999999,78.0,2.5,-121.40,-443.11
03/19/2026 16:02,03/19/2026 16:26,GBPUSD,Buy,1.33733,1.33431,0.0000,0.0000,-30.2,-175.16,-1.58,"{74913598}                     ",00:00:23:54,0.0,0s,31.8,31.85,0.0,0.0,-31.8,-184.44,0.0,5.0,-30.20,-175.16
03/19/2026 09:07,03/19/2026 15:53,USDJPY,Sell,159.50100,158.30100,0.0000,0.0000,120.0,439.67,4.12,"{74914585}                     ",00:06:45:31,99.6,6h 43m,33.6,0.01,123.3,451.278,-1.2,-4.392,99.0,97.3,-3.30,-12.08
03/19/2026 02:05,03/19/2026 15:48,USDJPY,Sell,159.74600,158.55000,0.0000,0.0000,119.6,437.51,4.28,"{74914586}                     ",00:13:42:50,92.7,12h 42m,28.0,0.05,125.5,459.33000000000004,-6.1,-22.326,95.4,95.5,-5.90,-21.59
03/19/2026 13:50,03/19/2026 13:51,GOLD#,Sell,4654.98000,4657.67000,0.0000,0.0000,-269.0,-156.02,-1.50,"{74947944}                 [sl]",00:00:00:09,,,,,,,,,,,,
03/18/2026 20:59,03/19/2026 09:07,USDJPY,Buy,159.73000,159.51800,0.0000,0.0000,-21.2,-77.08,-0.74,"{74863339}                     ",00:12:07:31,50.2,6h 5m,42.6,1.54,16.8,61.15200000000001,-25.8,-93.912,39.4,10.8,-38.00,-138.32
03/19/2026 08:35,03/19/2026 08:36,GOLD#,Sell,4802.91000,4806.63000,0.0000,0.0000,-372.0,-215.76,-2.02,"{74925893}                 [sl]",00:00:01:10,,,,,,,,,,,,
03/16/2026 02:00,03/18/2026 20:49,USDJPY,Sell,159.45600,159.65800,0.0000,0.0000,-20.2,-73.38,-0.68,"{74785061}                     ",02:18:48:46,88.7,2d 11h ,107.3,0.23,87.1,316.17299999999994,-20.2,-73.326,81.2,0.0,-107.30,-389.50
03/18/2026 15:00,03/18/2026 20:00,USDJPY,Buy,159.48100,159.28000,0.0000,0.0000,-20.1,-73.19,-0.68,"{74862799}                     ",00:04:59:27,50.4,2h 30m,29.3,2.18,9.2,33.488,-20.1,-73.164,31.4,0.0,-29.30,-106.65
03/18/2026 15:16,03/18/2026 15:16,GOLD#,Sell,4841.54000,4844.24000,0.0000,0.0000,-270.0,-156.60,-1.43,"{74896201}                 [sl]",00:00:00:20,,,,,,,,,,,,
03/18/2026 12:35,03/18/2026 12:38,GOLD#,Sell,4971.89000,4975.81000,0.0000,0.0000,-392.0,-227.36,-2.03,"{74878395}                     ",00:00:03:23,,,,,,,,,,,,
03/18/2026 12:35,03/18/2026 12:36,GOLD#,Sell,4960.85000,4970.67000,0.0000,0.0000,-982.0,-569.56,-4.84,"{74880865}                 [sl]",00:00:00:45,,,,,,,,,,,,
03/17/2026 15:23,03/17/2026 17:21,USDJPY,Sell,158.85300,159.05600,0.0000,0.0000,-20.3,-74.02,-0.62,"{74826407}                     ",00:01:57:57,15.3,18m,34.0,1.76,12.3,44.895,-21.7,-79.205,36.2,4.1,-32.60,-118.99
03/17/2026 06:44,03/17/2026 07:04,GOLD#,Buy,5038.33000,5035.50000,0.0000,0.0000,-283.0,-164.14,-1.37,"{74831278}                 [sl]",00:00:19:26,45.0,8m,432.0,1.94,147.0,85.25999999999999,-285.0,-165.29999999999998,34.0,0.5,-430.00,-249.40
03/13/2026 09:47,03/16/2026 16:02,GBPUSD,Sell,1.32827,1.33133,0.0000,0.0000,-30.6,-177.48,-1.46,"{74735504}                     ",03:06:14:56,97.6,3d 4h ,91.3,0.50,60.7,352.06,-30.6,-177.48,66.5,0.0,-91.30,-529.54
03/13/2026 16:55,03/13/2026 16:56,GOLD#,Sell,5053.34000,5040.58000,0.0000,0.0000,1276.0,740.08,6.46,"{74753492}                     ",00:00:01:14,,,,,,,,,,,,
03/13/2026 12:46,03/13/2026 14:46,GBPUSD,Sell,1.32535,1.32836,0.0000,0.0000,-30.1,-174.58,-1.50,"{74735506}                     ",00:01:59:52,13.4,16m,38.2,3.72,8.1,46.98,-30.1,-174.58,21.2,0.0,-38.20,-221.56
03/13/2026 06:27,03/13/2026 14:45,USDJPY,Buy,159.44200,159.23800,0.0000,0.0000,-20.4,-74.30,-0.63,"{74736266}                     ",00:08:18:04,26.8,2h 13m,38.9,1.21,17.6,64.06400000000001,-21.3,-77.53200000000001,45.2,2.3,-38.00,-138.32
03/12/2026 23:00,03/12/2026 23:15,USDJPY,Buy,159.45800,159.12500,0.0000,0.0000,-33.3,-121.38,-1.03,"{74694576}                     ",00:00:14:50,0.0,0s,33.3,33.33,0.0,0.0,-33.3,-121.54499999999999,0.0,0.0,-33.30,-121.54
03/11/2026 19:19,03/12/2026 10:13,USDJPY,Buy,158.90200,158.68600,0.0000,0.0000,-21.6,-78.95,-0.66,"{74652967}                     ",00:14:53:41,78.6,11h 42m,55.7,0.71,32.5,118.95,-23.2,-84.912,58.3,2.9,-54.10,-198.01
03/12/2026 02:00,03/12/2026 02:02,GOLD#,Sell,5129.43000,5133.18000,0.0000,0.0000,-375.0,-217.50,-1.79,"{74694572}                 [sl]",00:00:01:58,,,,,,,,,,,,
03/09/2026 18:47,03/12/2026 01:39,GBPUSD,Buy,1.34082,1.33782,0.0000,0.0000,-30.0,-174.00,-1.42,"{74558123}                     ",02:06:51:48,87.9,2d ,100.5,0.43,70.5,408.9,-30.0,-174.0,70.1,0.0,-100.50,-582.90
03/10/2026 15:18,03/10/2026 15:22,GOLD#,Buy,5206.86000,5220.36000,0.0000,0.0000,1350.0,783.00,6.80,"{74636209}                 [tp]",00:00:04:06,100.0,4m,0.0,0.00,1350.0,783.0,0.0,0.0,100.0,100.0,0.00,0.00
03/10/2026 15:01,03/10/2026 15:01,GOLD#,Buy,5199.33000,5195.98000,0.0000,0.0000,-335.0,-194.30,-1.66,"{74627207}                     ",00:00:00:02,,,,,,,,,,,,
03/10/2026 09:27,03/10/2026 10:44,USDJPY,Sell,157.36200,157.57100,0.0000,0.0000,-20.9,-76.93,-0.65,"{74610768}                     ",00:01:16:57,35.1,27m,28.9,2.61,8.0,29.44,-20.9,-76.91199999999999,27.7,0.0,-28.90,-106.35
03/10/2026 02:40,03/10/2026 04:57,USDJPY,Sell,157.61500,157.81500,0.0000,0.0000,-20.0,-73.50,-0.62,"{74610767}                 [sl]",00:02:17:31,19.0,26m,26.0,3.33,6.0,22.080000000000002,-20.0,-73.60000000000001,23.1,0.0,-26.00,-95.68
03/10/2026 03:20,03/10/2026 03:31,GOLD#,Buy,5156.55000,5153.31000,0.0000,0.0000,-324.0,-187.92,-1.56,"{74612255}                 [sl]",00:00:10:51,72.8,7m,1119.0,0.44,777.0,450.65999999999997,-342.0,-198.35999999999999,69.4,1.6,-1101.00,-638.58
03/09/2026 05:32,03/09/2026 06:33,USDJPY,Buy,158.87900,158.67400,0.0000,0.0000,-20.5,-74.93,-0.62,"{74560915}                 [sl]",00:01:00:50,11.5,6m,22.0,13.68,1.5,5.49,-20.5,-75.03,6.8,0.0,-22.00,-80.52
03/09/2026 02:11,03/09/2026 02:11,GOLD#,Sell,5043.27000,5047.66000,0.0000,0.0000,-439.0,-254.62,-2.06,"{74561393}                 [sl]",00:00:00:10,,,,,,,,,,,,
03/09/2026 01:43,03/09/2026 01:43,GOLD#,Buy,5051.83000,5047.61000,0.0000,0.0000,-422.0,-244.76,-1.94,"{74559876}                 [sl]",00:00:00:06,,,,,,,,,,,,
03/06/2026 13:38,03/06/2026 15:30,USDJPY,Buy,157.95600,157.74700,0.0000,0.0000,-20.9,-76.84,-0.61,"{74508702}                     ",00:01:51:18,31.9,35m,30.6,2.15,9.7,35.696,-20.9,-76.91199999999999,31.7,0.0,-30.60,-112.61
03/06/2026 07:48,03/06/2026 09:23,USDJPY,Buy,157.83500,157.62700,0.0000,0.0000,-20.8,-76.54,-0.60,"{74508701}                     ",00:01:34:58,34.8,33m,26.8,3.47,6.0,22.080000000000002,-20.8,-76.54400000000001,22.4,0.0,-26.80,-98.62
03/05/2026 15:22,03/05/2026 15:23,GOLD#,Sell,5105.24000,5094.76000,0.0000,0.0000,1048.0,607.84,5.00,"{74485201}                 [tp]",00:00:00:59,,,,,,,,,,,,
03/03/2026 10:13,03/03/2026 20:27,GBPUSD,Sell,1.33144,1.33446,0.0000,0.0000,-30.2,-175.16,-1.42,"{74331087}                     ",00:10:14:18,74.8,7h 39m,88.2,0.52,58.0,336.4,-30.2,-175.16,65.8,0.0,-88.20,-511.56
03/03/2026 10:18,03/03/2026 20:24,GBPUSD,Sell,1.33119,1.33425,0.0000,0.0000,-30.6,-177.48,-1.42,"{74331088}                     ",00:10:06:18,68.6,6h 55m,86.1,0.55,55.5,321.9,-30.6,-177.48,64.5,0.0,-86.10,-499.38
03/03/2026 11:30,03/03/2026 14:20,USDJPY,Buy,157.73700,157.53700,0.0000,0.0000,-20.0,-73.63,-0.58,"{74332083}                     ",00:02:49:19,55.9,1h 34m,42.6,0.89,22.6,83.168,-20.0,-73.60000000000001,53.1,0.0,-42.60,-156.77
03/03/2026 11:34,03/03/2026 14:20,GBPUSD,Sell,1.32878,1.33182,0.0000,0.0000,-30.4,-176.32,-1.38,"{74331089}                     ",00:02:45:25,32.4,53m,53.9,1.40,22.5,130.5,-31.4,-182.11999999999998,41.7,1.9,-52.90,-306.82
03/03/2026 13:31,03/03/2026 13:31,GOLD#,Sell,5090.40000,5098.49000,0.0000,0.0000,-809.0,-469.22,-3.55,"{74374243}                 [sl]",00:00:00:07,,,,,,,,,,,,
03/03/2026 13:29,03/03/2026 13:29,GOLD#,Sell,5126.02000,5114.96000,0.0000,0.0000,1106.0,641.48,5.09,"{74373566}                 [tp]",00:00:00:08,,,,,,,,,,,,
03/03/2026 11:25,03/03/2026 11:26,GOLD#,Sell,5258.32000,5245.62000,0.0000,0.0000,1270.0,736.60,6.21,"{74362491}                 [tp]",00:00:01:05,,,,,,,,,,,,
03/02/2026 17:13,03/02/2026 18:41,USDJPY,Buy,157.64000,157.44200,0.0000,0.0000,-19.8,-72.94,-0.61,"{74283870}                     ",00:01:27:46,80.7,1h 10m,30.9,1.89,10.7,39.376,-20.2,-74.336,34.6,1.3,-30.50,-112.24
03/02/2026 10:19,03/02/2026 11:17,GBPUSD,Sell,1.33413,1.33719,0.0000,0.0000,-30.6,-177.48,-1.47,"{74256909}                     ",00:00:57:56,43.2,25m,57.0,1.33,24.5,142.1,-32.5,-188.5,43.0,3.3,-55.10,-319.58
03/02/2026 09:07,03/02/2026 09:08,GOLD#,Buy,5394.62000,5390.50000,0.0000,0.0000,-412.0,-238.96,-1.94,"{74262487}                     ",00:00:00:38,,,,,,,,,,,,
02/27/2026 18:11,02/27/2026 18:20,GOLD#,Buy,5250.86000,5246.98000,0.0000,0.0000,-388.0,-225.04,-1.79,"{74243750}                     ",00:00:08:58,66.7,5m,1171.0,0.89,619.0,359.02,-552.0,-320.15999999999997,52.9,14.0,-1007.00,-584.06
02/27/2026 15:15,02/27/2026 15:18,GOLD#,Buy,5218.15000,5214.99000,0.0000,0.0000,-316.0,-183.28,-1.44,"{74231131}                 [sl]",00:00:02:48,,,,,,,,,,,,
02/27/2026 15:07,02/27/2026 15:15,GOLD#,Buy,5202.11000,5216.76000,0.0000,0.0000,1465.0,849.70,7.14,"{74204722}                     ",00:00:08:00,100.0,8m,195.0,0.00,1660.0,962.8,0.0,0.0,100.0,88.3,-195.00,-113.10
02/26/2026 19:30,02/27/2026 06:38,GBPUSD,Sell,1.34700,1.35004,0.0000,0.0000,-30.4,-176.32,-1.46,"{74139579}                     ",00:11:08:05,13.4,1h 29m,54.3,1.27,23.9,138.61999999999998,-30.4,-176.32,44.0,0.0,-54.30,-314.94
02/26/2026 16:30,02/26/2026 16:31,GOLD#,Sell,5144.24000,5148.94000,0.0000,0.0000,-470.0,-272.60,-2.21,"{74184266}                 [sl]",00:00:00:36,,,,,,,,,,,,
02/25/2026 10:55,02/26/2026 02:19,USDJPY,Buy,156.26500,156.06400,0.0000,0.0000,-20.1,-74.70,-0.60,"{74081868}                     ",00:15:23:59,91.9,14h 9m,75.0,0.37,54.9,204.228,-20.1,-74.772,73.2,0.0,-75.00,-279.00
02/24/2026 09:12,02/25/2026 04:34,USDJPY,Buy,155.62800,155.42100,0.0000,0.0000,-20.7,-77.25,-0.62,"{74016228}                     ",00:19:22:41,98.3,19h 2m,78.6,0.36,57.9,215.96699999999998,-20.7,-77.211,73.7,0.0,-78.60,-293.18
02/23/2026 04:41,02/23/2026 04:50,GOLD#,Buy,5172.18000,5169.31000,0.0000,0.0000,-287.0,-166.46,-1.31,"{73959861}                     ",00:00:08:35,66.7,5m,938.0,1.81,334.0,193.72,-604.0,-350.32,35.6,33.8,-621.00,-360.18
02/18/2026 22:26,02/23/2026 01:54,GBPUSD,Sell,1.34960,1.35266,0.0000,0.0000,-30.6,-177.48,-1.38,"{73816423}                     ",04:03:27:48,90.6,3d 18h ,90.5,0.51,59.9,347.41999999999996,-30.6,-177.48,66.2,0.0,-90.50,-524.90
02/20/2026 16:34,02/20/2026 16:34,GOLD#,Buy,5052.54000,5049.25000,0.0000,0.0000,-329.0,-190.82,-1.46,"{73935634}                 [sl]",00:00:00:14,,,,,,,,,,,,
02/20/2026 08:23,02/20/2026 09:01,GOLD#,Buy,5022.69000,5019.58000,0.0000,0.0000,-311.0,-180.38,-1.36,"{73911368}                     ",00:00:38:00,79.0,30m,1039.0,0.43,728.0,422.23999999999995,-311.0,-180.38,70.1,0.0,-1039.00,-602.62
02/19/2026 08:41,02/19/2026 08:44,GOLD#,Buy,5011.01000,5008.43000,0.0000,0.0000,-258.0,-149.64,-1.12,"{73875711}                 [sl]",00:00:02:43,,,,,,,,,,,,
02/18/2026 15:56,02/19/2026 05:33,USDJPY,Buy,153.90700,155.12900,0.0000,0.0000,122.2,456.88,3.54,"{73818503}                     ",00:13:36:50,100.0,13h 36m,24.2,0.01,126.3,472.362,0.0,0.0,100.0,96.8,-4.10,-15.33
02/17/2026 17:28,02/17/2026 18:53,GBPUSD,Sell,1.35087,1.35396,0.0000,0.0000,-30.9,-179.22,-1.37,"{73749079}                     ",00:01:25:37,42.4,36m,42.0,2.78,11.1,64.38,-30.9,-179.22,26.4,0.0,-42.00,-243.60
02/17/2026 07:31,02/17/2026 07:31,GOLD#,Sell,4876.40000,4882.91000,0.0000,0.0000,-651.0,-377.58,-2.80,"{73767106}                 [sl]",00:00:00:03,,,,,,,,,,,,
02/12/2026 18:13,02/12/2026 18:14,GOLD#,Sell,4998.19000,4982.86000,0.0000,0.0000,1533.0,766.50,6.03,"{73608919}                 [tp]",00:00:00:51,,,,,,,,,,,,
02/12/2026 18:11,02/12/2026 18:12,GOLD#,Sell,5017.69000,5004.59000,0.0000,0.0000,1310.0,655.00,5.44,"{73608311}                 [tp]",00:00:01:14,,,,,,,,,,,,
02/12/2026 04:59,02/12/2026 06:44,USDJPY,Sell,152.55400,152.75500,0.0000,0.0000,-20.1,-65.79,-0.54,"{73550964}                 [sl]",00:01:45:07,75.3,1h 19m,46.4,0.76,26.3,86.001,-20.1,-65.727,56.7,0.0,-46.40,-151.73
02/11/2026 19:15,02/11/2026 22:04,USDJPY,Sell,152.79600,153.00300,0.0000,0.0000,-20.7,-67.65,-0.56,"{73531559}                     ",00:02:48:41,37.9,1h 3m,47.0,0.98,23.7,77.499,-23.3,-76.191,50.4,5.5,-44.40,-145.19
02/11/2026 19:30,02/11/2026 20:02,USDJPY,Sell,152.68700,152.89000,0.0000,0.0000,-20.3,-66.39,-0.54,"{73532069}                     ",00:00:32:02,15.7,5m,33.1,1.59,12.8,41.856,-20.3,-66.381,38.7,0.0,-33.10,-108.24
02/11/2026 11:34,02/11/2026 15:30,GBPUSD,Buy,1.36987,1.36687,0.0000,0.0000,-30.0,-141.00,-1.14,"{73481050}                     ",00:03:55:28,21.7,51m,96.3,6.35,13.1,61.57,-83.2,-391.04,13.6,55.2,-43.10,-202.57
02/11/2026 12:44,02/11/2026 12:49,GOLD#,Buy,5088.93000,5101.00000,0.0000,0.0000,1207.0,603.50,5.12,"{73513096}                 [tp]",00:00:05:34,100.0,5m,189.0,0.00,1207.0,603.5,0.0,0.0,100.0,100.0,0.00,0.00
02/11/2026 12:44,02/11/2026 12:44,GOLD#,Buy,5093.52000,5087.97000,0.0000,0.0000,-555.0,-277.50,-2.30,"{73513423}                 [sl]",00:00:00:00,,,,,,,,,,,,
